address,categories/0,cid,city,locatedIn,latitude,longitude,neighborhood,phone,postalCode,rank,searchPageUrl,state,street,store_name,totalScore,url,website
"Lot G03A, GF, Ampang Point Shopping Complex, Jalan Mamanda 3, 68000 Ampang Jaya, Selangor, Malaysia",Restaurant,9.20E+17,Ampang Jaya,Ampang Point Mall,3.157318,101.7511154,"Lot G03A, GF, Ampang Point Shopping Complex, Jalan Mamanda 3",+60 3-4265 5327,68000,66,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Selangor,"Lot G03A, GF, Ampang Point Shopping Complex, Jalan Mamanda 3",KFC Ampang Point,3.9,"https://www.google.com/maps/place/KFC+Ampang+Point/@3.157318,101.7489267,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc37a9ca8903a7:0xcc2d09ff12242bd!8m2!3d3.157318!4d101.7511154?hl=en",https://kfc.com.my/
"Lot No. F2.48 & F2.49, Ground Floor, AEON BiG Shopping Centre, 6, Jalan 8/27a, Wangsa Maju, 53300 Kuala Lumpur, Malaysia",Restaurant,1.89E+18,Kuala Lumpur,AEON BIG Wangsa Maju,3.196212,101.7428646,"Lot No. F2.48 & F2.49, Ground Floor, AEON BiG Shopping Centre, 6, Jalan 8/27a",+60 3-4131 8841,53300,65,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Federal Territory of Kuala Lumpur,"Lot No. F2.48 & F2.49, Ground Floor, AEON BiG Shopping Centre, 6, Jalan 8/27a",KFC AEON BiG Wangsa Maju,3.3,"https://www.google.com/maps/place/KFC+AEON+BiG+Wangsa+Maju/@3.196212,101.7406759,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc382e7b2bc4e1:0x1a40d8892545e6fa!8m2!3d3.196212!4d101.7428646?hl=en",https://kfc.com.my/
"L1-028, AEON BiG, Jalan Metro Perdana Batu 7, off, Jln Kepong, Kepong Entrepeneur Park, 52100 Kuala Lumpur, Malaysia",Restaurant,3.52E+17,Kuala Lumpur,AEON BiG Kepong,3.2140905,101.6442579,"L1-028, AEON BiG, Jalan Metro Perdana Batu 7, off, Jln Kepong",+60 3-6241 2419,52100,64,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Federal Territory of Kuala Lumpur,"L1-028, AEON BiG, Jalan Metro Perdana Batu 7, off, Jln Kepong",KFC AEON BiG Kepong,3.8,"https://www.google.com/maps/place/KFC+AEON+BiG+Kepong/@3.2140905,101.6420692,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc464136802bdb:0x4e3580738672db0!8m2!3d3.2140905!4d101.6442579?hl=en",https://kfc.com.my/
"Lot PT 43, KM 47, Kuala Lumpur-Seremban Expy, 43300 Seri Kembangan, Selangor, Malaysia",Restaurant,1.41E+19,Seri Kembangan,,3.0365015,101.7063936,"Lot PT 43, KM 47, Kuala Lumpur-Seremban Expy",+60 3-8938 1224,43300,63,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Selangor,"Lot PT 43, KM 47, Kuala Lumpur-Seremban Expy",KFC Sungai Besi Toll Drive Thru,3.9,"https://www.google.com/maps/place/KFC+Sungai+Besi+Toll+Drive+Thru/@3.0365015,101.7042049,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc4aa9be584049:0xc3ac348aff2e258a!8m2!3d3.0365015!4d101.7063936?hl=en",https://kfc.com.my/
"PT 8721, Wangsa Melawati, Mukim, 53300 Kuala Lumpur, Malaysia",Restaurant,9.02E+18,Kuala Lumpur,Petronas Wangsa Melawati,3.2108608,101.7436864,"PT 8721, Wangsa Melawati, Mukim",+60 3-4141 8067,53300,62,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Federal Territory of Kuala Lumpur,"PT 8721, Wangsa Melawati, Mukim",KFC DT Petronas Wangsa Melawati,3.3,"https://www.google.com/maps/place/KFC+DT+Petronas+Wangsa+Melawati/@3.2108608,101.7414977,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc39abf4743f4f:0x7d3cfc5a796c0998!8m2!3d3.2109788!4d101.7436004?hl=en",https://kfc.com.my/
"No. 2, Kepong25, Jalan Desa 1/1, Desa Aman Puri, 52100 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",Restaurant,1.37E+19,Kuala Lumpur,,3.2109787,101.6164229,"No. 2, Kepong25, Jalan Desa 1/1",+60 3-6261 0134,52100,61,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Federal Territory of Kuala Lumpur,"No. 2, Kepong25, Jalan Desa 1/1",KFC Desa Aman Puri,3.7,"https://www.google.com/maps/place/KFC+Desa+Aman+Puri/@3.2109787,101.6142342,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc45e004c03aeb:0xbdc255550cabe0a8!8m2!3d3.2109493!4d101.6164222?hl=en",https://kfc.com.my/
"Lot SB22, Mezzanie Floor, Lotus's Kepong Stores, No. 3, Jalan 7A/62A, Bandar Menjalara, 52200 Kuala Lumpur, Malaysia",Restaurant,1.28E+19,Kuala Lumpur,Lotus's Kepong,3.1928398,101.6334304,"Lot SB22, Mezzanie Floor, Lotus's Kepong Stores, No. 3, Jalan 7A/62A",+60 3-6261 4932,52200,60,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Federal Territory of Kuala Lumpur,"Lot SB22, Mezzanie Floor, Lotus's Kepong Stores, No. 3, Jalan 7A/62A",KFC Lotus's Kepong,3.7,"https://www.google.com/maps/place/KFC+Lotus's+Kepong/@3.1928398,101.6312417,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc461e74f74957:0xb1b5cb74422a37f5!8m2!3d3.1928398!4d101.6334304?hl=en",https://kfc.com.my/
"Petronas Bukit Jalil, Lot 762 & Lot PT 7004, HSD 95960, Mukim Petaling, 57100, 217, Selangor, Malaysia",Restaurant,3.41E+18,Kuala Lumpur,Petronas Bukit Jalil,3.0487826,101.6795479,"Petronas Bukit Jalil, Lot 762 & Lot PT 7004, HSD 95960, Mukim Petaling, 57100, 217",+60 19-338 2726,,59,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Selangor,"Petronas Bukit Jalil, Lot 762 & Lot PT 7004, HSD 95960, Mukim Petaling, 57100, 217",KFC Petronas TPM Drive Thru,3.4,"https://www.google.com/maps/place/KFC+Petronas+TPM+Drive+Thru/@3.0487826,101.6773592,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc4ac14bfbce3b:0x2f5ca5aafe789558!8m2!3d3.0487826!4d101.6795479?hl=en",https://kfc.com.my/
"No. 45 (Ground Floor), Jalan 3/23A, off, Jalan Genting Kelang, Danau Kota, 53300, Malaysia",Restaurant,1.34E+19,Kuala Lumpur,,3.2017786,101.7211378,"No. 45 (Ground Floor), Jalan 3/23A, off, Jalan Genting Kelang",+60 3-4131 9517,53300,58,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Federal Territory of Kuala Lumpur,"No. 45 (Ground Floor), Jalan 3/23A, off, Jalan Genting Kelang",KFC Genting Klang Delco,3.6,"https://www.google.com/maps/place/KFC+Genting+Klang+Delco/@3.2017786,101.7189491,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc3810f5052ab9:0xba1f08732c2ee72f!8m2!3d3.2017786!4d101.7211378?hl=en",https://kfc.com.my/
"Ground Floor, AEON Taman Maluri Shopping Complex, Jalan Jejaka, Cheras, 55100 Kuala Lumpur, Malaysia",Restaurant,1.57E+19,Kuala Lumpur,Floor G · AEON Taman Maluri Shopping Centre,3.1252579,101.7281716,"Ground Floor, AEON Taman Maluri Shopping Complex, Jalan Jejaka",+60 3-9201 4274,55100,40,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Federal Territory of Kuala Lumpur,"Ground Floor, AEON Taman Maluri Shopping Complex, Jalan Jejaka",KFC Taman Maluri,3.7,"https://www.google.com/maps/place/KFC+Taman+Maluri/@3.1252579,101.7259829,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc366b75b297db:0xda5f9cb4c4e03c32!8m2!3d3.1252579!4d101.7281716?hl=en",https://kfc.com.my/
"Terminal Bersepadu Selatan, Lot 4-31 & L4-32, 4th Floor, Bandar Tasik Selatan, 57000 Kuala Lumpur, Malaysia",Restaurant,3.70E+18,Kuala Lumpur,Floor 4 · Terminal Bersepadu Selatan,3.0779901,101.7112454,"Terminal Bersepadu Selatan, Lot 4-31 & L4-32, 4th Floor",+60 3-9056 1095,57000,57,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Federal Territory of Kuala Lumpur,"Terminal Bersepadu Selatan, Lot 4-31 & L4-32, 4th Floor",KFC Bandar Tasik Selatan (TBS),3.3,"https://www.google.com/maps/place/KFC+Bandar+Tasik+Selatan+(TBS)/@3.0779901,101.7090567,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc3586c7a49869:0x33595b2feaef7f9e!8m2!3d3.0779901!4d101.7112454?hl=en",https://kfc.com.my/
"Jalan, Persiaran Alam Damai, Bandar Alam Damai, 56000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Restaurant,1.44E+19,Kuala Lumpur,PETRONAS Bandar Alam Damai (ZMN Alam Damai),3.0735875,101.7382987,"Jalan, Persiaran Alam Damai",+60 19-337 1709,56000,56,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Federal Territory of Kuala Lumpur,"Jalan, Persiaran Alam Damai",KFC Petronas Alam Damai Drive Thru,3.5,"https://www.google.com/maps/place/KFC+Petronas+Alam+Damai+Drive+Thru/@3.0735875,101.73611,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc35a7a0cd3831:0xc7f15f16a6167b75!8m2!3d3.0736303!4d101.7383146?hl=en",https://kfc.com.my/
"22A, Jalan Dwitasek 1, Dataran Dwitasek, Bandar Sri Permaisuri, 56000 Kuala Lumpur, Malaysia",Fast food restaurant,5.27E+18,Kuala Lumpur,PPC Glomac Sales & Marketing,3.102251,101.7131032,"22A, Jalan Dwitasek 1, Dataran Dwitasek",+60 3-9174 2843,56000,39,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Federal Territory of Kuala Lumpur,"22A, Jalan Dwitasek 1, Dataran Dwitasek","KFC Bandar Sri Permaisuri, Cheras",3.8,"https://www.google.com/maps/place/KFC+Bandar+Sri+Permaisuri,+Cheras/@3.102251,101.7109145,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc35fa07715b4f:0x491d2f8a41a18046!8m2!3d3.102251!4d101.7131032?hl=en",https://kfc.com.my/
"Lot 2-21 & 2-22, 2nd Floor, Quill City Mall, Jln Sultan Ismail, Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",Fast food restaurant,5.71E+18,Kuala Lumpur,Quill City Mall Kuala Lumpur,3.1597205,101.7004395,"Lot 2-21 & 2-22, 2nd Floor, Quill City Mall, Jln Sultan Ismail",,,55,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Federal Territory of Kuala Lumpur,"Lot 2-21 & 2-22, 2nd Floor, Quill City Mall, Jln Sultan Ismail",KFC - Quill City Mall,2.3,"https://www.google.com/maps/place/KFC+-+Quill+City+Mall/@3.1597205,101.6982508,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc495af3ac1e4b:0x4f48762adaf033c0!8m2!3d3.1597205!4d101.7004395?hl=en",
"2, Jalan 2/50 C, off, Jalan Genting Kelang, Taman Setapak Indah Jaya, 53300 Kuala Lumpur, Malaysia",Restaurant,7.23E+17,Kuala Lumpur,,3.1951735,101.7117773,"2, Jalan 2/50 C, off, Jalan Genting Kelang",+60 3-4031 5706,53300,38,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Federal Territory of Kuala Lumpur,"2, Jalan 2/50 C, off, Jalan Genting Kelang",KFC Genting Klang,3.5,"https://www.google.com/maps/place/KFC+Genting+Klang/@3.1951735,101.7095886,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc3816cfce186d:0xa091a8edca13cfe!8m2!3d3.1951735!4d101.7117773?hl=en",https://kfc.com.my/
"Lot No. F1, 1st Floor, Lotus's Selayang, No. 1801, Jalan Ipoh, Mukim Batu, 50200, Federal Territory of Kuala Lumpur, Malaysia",Restaurant,1.05E+19,Kuala Lumpur,Floor 1 · Lotus's Selayang,3.221001,101.671,"Lot No. F1, 1st Floor, Lotus's Selayang, No. 1801, Jalan Ipoh, Mukim Batu, 50200",+60 3-6241 6785,,37,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Federal Territory of Kuala Lumpur,"Lot No. F1, 1st Floor, Lotus's Selayang, No. 1801, Jalan Ipoh, Mukim Batu, 50200",KFC Lotus's Selayang,2.5,"https://www.google.com/maps/place/KFC+Lotus's+Selayang/@3.221001,101.6688113,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc47af2fc93f17:0x9182ef3233a683b8!8m2!3d3.221001!4d101.671?hl=en",https://kfc.com.my/
"B1-05, B1-06, B1-E-05 & B1-E-06, MyTOWN Cheras, Federal Territory of Kuala Lumpur, Malaysia",Restaurant,2.74E+18,Kuala Lumpur,MyTOWN Shopping Centre,3.1343991,101.7230272,"B1-05, B1-06, B1-E-05 & B1-E-06, MyTOWN Cheras",+60 3-9201 6081,,54,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Federal Territory of Kuala Lumpur,"B1-05, B1-06, B1-E-05 & B1-E-06, MyTOWN Cheras",KFC MyTOWN,3.7,"https://www.google.com/maps/place/KFC+MyTOWN/@3.1343991,101.7208385,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc363c336479a5:0x260dd5a6a3dc455c!8m2!3d3.1343991!4d101.7230272?hl=en",https://kfc.com.my/
"9, Jalan 2/90, Taman Pertama, Cheras, 56000 Kuala Lumpur, Malaysia",Fast food restaurant,8.39E+18,Kuala Lumpur,,3.1113318,101.7299805,"9, Jalan 2/90, Taman Pertama, Cheras",+60 3-9201 3046,56000,36,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Federal Territory of Kuala Lumpur,"9, Jalan 2/90, Taman Pertama, Cheras",KFC Cheras Taman Pertama,3.9,"https://www.google.com/maps/place/KFC+Cheras+Taman+Pertama/@3.1113318,101.7277918,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc35dffb9a40a9:0x748057463355b6e5!8m2!3d3.1113231!4d101.7299526?hl=en",https://kfc.com.my/
"Lot 56441, HS (D) 11375, PT7424, Jln Cheras, 56100 Kuala Lumpur, Malaysia",Restaurant,1.51E+19,Kuala Lumpur,Petronas Station @ KM 5.5 Jalan Cheras,3.1054168,101.7324154,"Lot 56441, HS (D) 11375, PT7424, Jln Cheras",+60 3-9133 7853,56100,53,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Federal Territory of Kuala Lumpur,"Lot 56441, HS (D) 11375, PT7424, Jln Cheras",KFC Petronas Metramac Cheras,3.6,"https://www.google.com/maps/place/KFC+Petronas+Metramac+Cheras/@3.1054168,101.7302267,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc3612af5a2861:0xd233ffbda7f807c9!8m2!3d3.1054073!4d101.7324205?hl=en",https://kfc.com.my/
"Lot B23 & B24, Basement, Sunway Velocity Mall, Jln Cheras, 56000 Kuala Lumpur, Malaysia",Restaurant,1.06E+18,Kuala Lumpur,Sunway Velocity Mall,3.1277927,101.7245824,"Lot B23 & B24, Basement, Sunway Velocity Mall, Jln Cheras",+60 3-9201 5326,56000,35,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Federal Territory of Kuala Lumpur,"Lot B23 & B24, Basement, Sunway Velocity Mall, Jln Cheras",KFC Sunway Velocity Mall,3.1,"https://www.google.com/maps/place/KFC+Sunway+Velocity+Mall/@3.1277927,101.7223937,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc3614044905f3:0xea799fdd2445d3e!8m2!3d3.1277927!4d101.7245824?hl=en",https://kfc.com.my/
"F2, Aeon Big Wangsa Maju, F2.48 &, 49, 6, Jalan 8/27a, 53300 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",Fast food restaurant,8.55E+18,Kuala Lumpur,AEON BIG Wangsa Maju,3.1962666,101.7433437,"F2, Aeon Big Wangsa Maju, F2.48 &, 49, 6, Jalan 8/27a",+60 3-4131 8841,53300,52,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Federal Territory of Kuala Lumpur,"F2, Aeon Big Wangsa Maju, F2.48 &, 49, 6, Jalan 8/27a",KFC AEON BIG WANGSA MAJU,4,"https://www.google.com/maps/place/KFC+AEON+BIG+WANGSA+MAJU/@3.1962666,101.741155,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc382f2527f521:0x76ae93a0ae0ccce4!8m2!3d3.1962666!4d101.7433437?hl=en",http://kfc.com.my/
"Ground 7 Mezzanine Floor, 24, Jalan Pandan Indah 1/23c, Pandan Indah, 55100 Kuala Lumpur, Malaysia",Restaurant,1.51E+19,Kuala Lumpur,,3.1317237,101.7517639,"Ground 7 Mezzanine Floor, 24, Jalan Pandan Indah 1/23c",+60 3-9201 2863,55100,34,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Selangor,"Ground 7 Mezzanine Floor, 24, Jalan Pandan Indah 1/23c",KFC Pandan Indah,3.5,"https://www.google.com/maps/place/KFC+Pandan+Indah/@3.1317237,101.7495752,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc3668080ac00f:0xd1ff748a9b29b1e0!8m2!3d3.1317237!4d101.7517639?hl=en",https://kfc.com.my/
"No. 44, Ground & Mezzanine Floor, Jalan Cerdas, Taman Connaught, 56000 Cheras, Federal Territory of Kuala Lumpur, Malaysia",Restaurant,9.66E+18,Cheras,,3.0814422,101.7380521,"No. 44, Ground & Mezzanine Floor, Jalan Cerdas",+60 3-9107 0942,56000,33,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Federal Territory of Kuala Lumpur,"No. 44, Ground & Mezzanine Floor, Jalan Cerdas",KFC Taman Connaught,3.8,"https://www.google.com/maps/place/KFC+Taman+Connaught/@3.0814422,101.7358634,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc35a4d911bad9:0x860a0dea60e871a3!8m2!3d3.0814422!4d101.7380521?hl=en",https://kfc.com.my/
"Lot G-21, G-21A & G-21B, Ground Floor, The Intermark Mall, Jln Tun Razak, 55100 Kuala Lumpur, Malaysia",Restaurant,1.67E+19,Kuala Lumpur,Intermark Mall,3.1614125,101.7199981,"Lot G-21, G-21A & G-21B, Ground Floor, The Intermark Mall, Jln Tun Razak",+60 3-2181 8508,55100,51,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Federal Territory of Kuala Lumpur,"Lot G-21, G-21A & G-21B, Ground Floor, The Intermark Mall, Jln Tun Razak",KFC Intermark Mall,2.8,"https://www.google.com/maps/place/KFC+Intermark+Mall/@3.1614125,101.7178094,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc3749f6fc3229:0xe77362a615c2f3b1!8m2!3d3.1614125!4d101.7199981?hl=en",https://kfc.com.my/
"346, Jalan Setiawangsa 10, Ground & 1st Floor, Setiawangsa, 54200 Kuala Lumpur, Malaysia",Fast food restaurant,1.57E+19,Kuala Lumpur,,3.1778191,101.7427715,"346, Jalan Setiawangsa 10, Ground & 1st Floor",+60 3-4265 5734,54200,32,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Federal Territory of Kuala Lumpur,"346, Jalan Setiawangsa 10, Ground & 1st Floor",KFC Setiawangsa,4,"https://www.google.com/maps/place/KFC+Setiawangsa/@3.1778191,101.7405828,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc3788cb1dc0eb:0xda0840be2fa1ef1d!8m2!3d3.1778215!4d101.7427323?hl=en",https://kfc.com.my/
"Metro Prima Shopping Centre, Lot No. F22, 1st Floor, AEON, Kepong, 52100 Kuala Lumpur, Malaysia",Restaurant,7.88E+18,Kuala Lumpur,Floor 1 · AEON MALL Metro Prima,3.2130827,101.6389626,"Metro Prima Shopping Centre, Lot No. F22, 1st Floor, AEON",+60 19-337 7904,52100,50,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Federal Territory of Kuala Lumpur,"Metro Prima Shopping Centre, Lot No. F22, 1st Floor, AEON",KFC AEON Prima Kepong,2.7,"https://www.google.com/maps/place/KFC+AEON+Prima+Kepong/@3.2130827,101.6367739,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc46402bb7fcad:0x6d578e945afe6a7d!8m2!3d3.2130827!4d101.6389626?hl=en",https://kfc.com.my/
"No. 13 (Ground & 1st Floor), SkyAwani Commercial, Jalan Sentul Pasar, Setapak, 51100 Kuala Lumpur, Malaysia",Restaurant,1.46E+19,Kuala Lumpur,SkyAwani Residence,3.2087548,101.6899879,"No. 13 (Ground & 1st Floor), SkyAwani Commercial, Jalan Sentul Pasar",+60 1-300-22-2888,51100,49,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Federal Territory of Kuala Lumpur,"No. 13 (Ground & 1st Floor), SkyAwani Commercial, Jalan Sentul Pasar",KFC Sentul Perdana,3.7,"https://www.google.com/maps/place/KFC+Sentul+Perdana/@3.2087548,101.6877992,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc4721ddf1d185:0xcb002ce63fa5da87!8m2!3d3.2087548!4d101.6899879?hl=en",http://kfc.com.my/
"Lot 47, PT 28, Lorong Universiti A, Section 16, 59200 Petaling Jaya, Federal Territory of Kuala Lumpur, Malaysia",Restaurant,1.61E+19,Petaling Jaya,,3.118423,101.6480817,"Lot 47, PT 28, Lorong Universiti A",+60 3-7931 6905,59200,31,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Federal Territory of Kuala Lumpur,"Lot 47, PT 28, Lorong Universiti A",KFC Jalan Universiti Drive Thru,4,"https://www.google.com/maps/place/KFC+Jalan+Universiti+Drive+Thru/@3.118423,101.645893,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc4c0c0f5e6db3:0xdf2f7cb523130b7b!8m2!3d3.118423!4d101.6480817?hl=en",https://kfc.com.my/
"Ground & 1st Floor, 241, Jalan Bandar 13, Taman Melawati, 53100 Kuala Lumpur, Selangor, Malaysia",Restaurant,1.66E+19,Kuala Lumpur,,3.2095121,101.749146,"Ground & 1st Floor, 241, Jalan Bandar 13",+60 3-4162 0241,53100,48,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Selangor,"Ground & 1st Floor, 241, Jalan Bandar 13",KFC Taman Melawati,3.8,"https://www.google.com/maps/place/KFC+Taman+Melawati/@3.2095121,101.7469573,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc383584e726d3:0xe60d2656ccdabaa6!8m2!3d3.2095121!4d101.749146?hl=en",https://kfc.com.my/
"G-005 & G-006, Endah Parade Shopping Mall, Bandar Baru Sri Petaling, 57000 Kuala Lumpur, Malaysia",Restaurant,4.07E+18,Kuala Lumpur,Endah Parade,3.063303,101.6951981,"G-005 & G-006, Endah Parade Shopping Mall",+60 3-9054 3160,57000,47,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Federal Territory of Kuala Lumpur,"G-005 & G-006, Endah Parade Shopping Mall",KFC Endah Parade,2.8,"https://www.google.com/maps/place/KFC+Endah+Parade/@3.063303,101.6930094,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc4a8ffaaa7eed:0x3879e8755661e4d9!8m2!3d3.063303!4d101.6951981?hl=en",https://kfc.com.my/
"23 & 24, Jalan 54, Desa Jaya Kepong, 52100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Restaurant,1.00E+19,Kuala Lumpur,,3.2130556,101.6319444,"23 & 24, Jalan 54",+60 3-6275 8300,52100,30,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Federal Territory of Kuala Lumpur,"23 & 24, Jalan 54",KFC - Pekan Kepong | Desa Jaya,3.7,"https://www.google.com/maps/place/KFC+-+Pekan+Kepong+%7C+Desa+Jaya/@3.2130556,101.6297557,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc46051d3ddb7f:0x8b55e91a6a69979c!8m2!3d3.2130556!4d101.6319444?hl=en",https://kfc.com.my/
"Batu 6 1/2, 15144, Jln Kepong, 52100 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",Fast food restaurant,8.72E+18,Kuala Lumpur,,3.2129979,101.6437003,"Batu 6 1/2, 15144, Jln Kepong",+60 3-6262 8726,52100,46,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Federal Territory of Kuala Lumpur,"Batu 6 1/2, 15144, Jln Kepong",KFC Kepong,3.8,"https://www.google.com/maps/place/KFC+Kepong/@3.2129979,101.6415116,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc46402f1f8df3:0x7914f73750fe5355!8m2!3d3.2129051!4d101.6436645?hl=en",http://kfc.com.my/
"6, Jalan Taman Setiawangsa, Bandar Baru Ampang, Mukim, Ulu Kelang, 54200 Kuala Lumpur, Malaysia",Restaurant,6.19E+17,Kuala Lumpur,AEON AU2 Setiawangsa,3.1771063,101.750949,"6, Jalan Taman Setiawangsa, Bandar Baru Ampang, Mukim",+60 3-4265 5729,54200,45,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Selangor,"6, Jalan Taman Setiawangsa, Bandar Baru Ampang, Mukim","KFC AEON AU2, Setiawangsa",4,"https://www.google.com/maps/place/KFC+AEON+AU2,+Setiawangsa/@3.1771063,101.7487603,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc379dbd9b77d1:0x8961e3c55b48381!8m2!3d3.1771063!4d101.750949?hl=en",https://kfc.com.my/
"1st Floor, Petronas Station, Pinggiran, Persiaran Zaaba, Taman Tun Dr Ismail, 60000 Kuala Lumpur, Malaysia",Restaurant,1.66E+19,Kuala Lumpur,Floor 1 · Petronas TTDI,3.1421303,101.625187,"1st Floor, Petronas Station, Pinggiran, Persiaran Zaaba",+60 3-7710 0159,60000,29,"https://www.google.com/maps/search/kfc+in+kl/@3.1399207,101.623551,12z?hl=en",Federal Territory of Kuala Lumpur,"1st Floor, Petronas Station, Pinggiran, Persiaran Zaaba",KFC Petronas Taman Tun Drive Thru (TTDI),4,"https://www.google.com/maps/place/KFC+Petronas+Taman+Tun+Drive+Thru+(TTDI)/@3.1421303,101.6229983,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc4930265d00d1:0xe5ffaf185a159953!8m2!3d3.1421303!4d101.625187?hl=en",https://kfc.com.my/
