address,categories/0,cid,city,locatedIn,latitude,longitude,neighborhood,orderBy/0/name,orderBy/0/url,phone,postalCode,rank,searchPageUrl,state,street,store_name,totalScore,url,website
"20, Jalan Dwitasik 2, Dataran Dwitasik, 56000 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Restaurant,1.23E+19,Kuala Lumpur,,3.1016546,101.7137628,"20, Jalan Dwitasik 2",,,,56000,78,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.1412733,101.6235503,12z?hl=en",Federal Territory of Kuala Lumpur,"20, Jalan Dwitasik 2",Pizzahut Bandar Sri Permaisuri,1,"https://www.google.com/maps/place/Pizzahut+Bandar+Sri+Permaisuri/@3.1016546,101.7115741,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc358f79616f2f:0xaa55c7f03aad124a!8m2!3d3.1016369!4d101.7137519?hl=en",
"Ground Floor, No. 11, Jalan Kenari 22, Bandar Puchong Jaya, 47100 Puchong, Selangor, Malaysia",Pizza restaurant,1.32E+19,Puchong,,3.0431305,101.6218123,"Ground Floor, No. 11, Jalan Kenari 22",,,+60 1-300-88-2525,47100,77,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.1412733,101.6235503,12z?hl=en",Selangor,"Ground Floor, No. 11, Jalan Kenari 22",Pizza Hut Delivery (PHD) PUCHONG JAYA,3.6,"https://www.google.com/maps/place/Pizza+Hut+Delivery+(PHD)+PUCHONG+JAYA/@3.0431305,101.6196236,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc4b50b402ce39:0xb741b9280bacfb15!8m2!3d3.0431305!4d101.6218123?hl=en",https://www.pizzahut.com.my/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=phd&utm_content=websitelink
"12, Jalan PJS 8/2, Mentari Business Park, Bandar Sunway, Petaling Jaya, 46150 Bandar, Selangor, Malaysia",Pizza restaurant,2.07E+18,Bandar,,3.0747975,101.6110441,"12, Jalan PJS 8/2, Mentari Business Park, Bandar Sunway, Petaling Jaya",,,+60 1-300-88-2525,46150,76,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.1412733,101.6235503,12z?hl=en",Selangor,"12, Jalan PJS 8/2, Mentari Business Park, Bandar Sunway, Petaling Jaya",Pizza Hut Delivery (PHD) SUNWAY MENTARI (Curbside Pickup Available),3.5,"https://www.google.com/maps/place/Pizza+Hut+Delivery+(PHD)+SUNWAY+MENTARI+(Curbside+Pickup+Available)/@3.0747975,101.6088554,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc4ddabf4aa4a7:0x1cc579297caa8faa!8m2!3d3.0747599!4d101.6110515?hl=en",https://www.pizzahut.com.my/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=phd&utm_content=websitelink
"Section 6, Jalan Cecawi 6/18, Kota Damansara, 47830 Petaling Jaya, Selangor, Malaysia",Pizza restaurant,1.83E+19,Petaling Jaya,,3.1599943,101.5748291,"Section 6, Jalan Cecawi 6/18",,,+60 1-300-88-2525,47830,75,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.1412733,101.6235503,12z?hl=en",Selangor,"Section 6, Jalan Cecawi 6/18",Pizza Hut Kota Damansara (Curbside Pickup Available),4,"https://www.google.com/maps/place/Pizza+Hut+Kota+Damansara+(Curbside+Pickup+Available)/@3.1599943,101.5726404,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc4f8879ba58b1:0xfd5410c0563329cc!8m2!3d3.159986!4d101.5748331?hl=en",https://www.pizzahut.com.my/
"43, Ground & 1st Floor, Jalan SS 15/8a, 47500 Subang Jaya, Selangor, Malaysia",Pizza restaurant,1.71E+19,Subang Jaya,,3.0743088,101.5893936,"43, Ground & 1st Floor, Jalan SS 15/8a",,,+60 1-300-88-2525,47500,74,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.1412733,101.6235503,12z?hl=en",Selangor,"43, Ground & 1st Floor, Jalan SS 15/8a",Pizza Hut SS15 SUBANG,3.6,"https://www.google.com/maps/place/Pizza+Hut+SS15+SUBANG/@3.0743088,101.5872049,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc4c5c156d9157:0xed4b99f0aa38a0ef!8m2!3d3.0743088!4d101.5893936?hl=en",https://www.pizzahut.com.my/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=rbd&utm_content=websitelink
"C-GF 13 & C-GF 14, Le Pavilion, Jalan Puteri 7/13, Bandar Puteri Puchong, 47100 Puchong, Selangor, Malaysia",Pizza restaurant,5.34E+18,Puchong,,3.0220765,101.6241238,"C-GF 13 & C-GF 14, Le Pavilion, Jalan Puteri 7/13",,,,47100,73,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.1412733,101.6235503,12z?hl=en",Selangor,"C-GF 13 & C-GF 14, Le Pavilion, Jalan Puteri 7/13",Pizza Hut,3.1,"https://www.google.com/maps/place/Pizza+Hut/@3.0220765,101.6219351,17z/data=!3m1!4b1!4m5!3m4!1s0x31cdb5f6cbee8261:0x4a123f3bc2ab3f86!8m2!3d3.0220765!4d101.6241238?hl=en",https://www.pizzahut.com.my/
"Lot 1, Persiaran Kemuning Prima, Kemuning Utama, 40460 Shah Alam, Selangor, Malaysia",Pizza restaurant,9.25E+18,Shah Alam,,3.0211857,101.5384702,"Lot 1, Persiaran Kemuning Prima",,,+60 1-300-88-2525,40460,72,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.1412733,101.6235503,12z?hl=en",Selangor,"Lot 1, Persiaran Kemuning Prima",Pizza Hut BUKIT KEMUNING UTAMA (Curbside Pickup Available),3.9,"https://www.google.com/maps/place/Pizza+Hut+BUKIT+KEMUNING+UTAMA+(Curbside+Pickup+Available)/@3.0211857,101.5362815,17z/data=!3m1!4b1!4m5!3m4!1s0x31cdb2bb70769d77:0x805ca40b5184beca!8m2!3d3.0210915!4d101.538515?hl=en",https://www.pizzahut.com.my/
"5-1, Jalan PJU 8/5c, Damansara Perdana, 47820 Petaling Jaya, Selangor, Malaysia",Pizza restaurant,1.51E+19,Petaling Jaya,,3.1660486,101.6074242,"5-1, Jalan PJU 8/5c",,,+60 1-300-88-2525,47820,71,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.1412733,101.6235503,12z?hl=en",Selangor,"5-1, Jalan PJU 8/5c",Pizza Hut Delivery (PHD) DAMANSARA PERDANA,3.5,"https://www.google.com/maps/place/Pizza+Hut+Delivery+(PHD)+DAMANSARA+PERDANA/@3.1660486,101.6052355,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc4fa42accb485:0xd2163001ea40cc1d!8m2!3d3.1660486!4d101.6074242?hl=en",https://www.pizzahut.com.my/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=phd&utm_content=websitelink
"No. L3 - 60 (A2) Second Floor, The Mines Shopping Fair, Jalan Dulang Mines Resor 43000 Seri Kembangan Selangor MY, Jalan Dulang, Mines Wellness City, 43300 Seri Kembangan, Selangor, Malaysia",Pizza restaurant,9.08E+18,Seri Kembangan,Floor 2 · The Mines Shopping Mall,3.0284807,101.71865,"No. L3 - 60 (A2) Second Floor, The Mines Shopping Fair, Jalan Dulang Mines Resor 43000 Seri Kembangan Selangor MY, Jalan Dulang",,,+60 1-300-88-2525,43300,70,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.1412733,101.6235503,12z?hl=en",Selangor,"No. L3 - 60 (A2) Second Floor, The Mines Shopping Fair, Jalan Dulang Mines Resor 43000 Seri Kembangan Selangor MY, Jalan Dulang",Pizza Hut THE MINES,2.6,"https://www.google.com/maps/place/Pizza+Hut+THE+MINES/@3.0284807,101.7164613,17z/data=!3m1!4b1!4m5!3m4!1s0x31cdcbf792f2e96b:0x7e03ef8e81afebf8!8m2!3d3.0284807!4d101.71865?hl=en",https://www.pizzahut.com.my/
"A-G-17, Jalan PJU 1a/20a, Dataran Ara Damansara, 47301 Petaling Jaya, Selangor, Malaysia",Pizza restaurant,1.30E+19,Petaling Jaya,Floor G · Dataran Ara Damansara,3.1199514,101.5798457,"A-G-17, Jalan PJU 1a/20a",,,+60 1-300-88-2525,47301,69,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.1412733,101.6235503,12z?hl=en",Selangor,"A-G-17, Jalan PJU 1a/20a",Pizza Hut Delivery (PHD) ARA DAMANSARA,3.8,"https://www.google.com/maps/place/Pizza+Hut+Delivery+(PHD)+ARA+DAMANSARA/@3.1199514,101.577657,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc4e84e935c6d7:0xb4d1c73b67b1e2ed!8m2!3d3.1199514!4d101.5798457?hl=en",https://www.pizzahut.com.my/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=phd&utm_content=websitelink
"No. F-G, 06, Jalan SS 6/5b, Dataran Glomac, 47301 Kelana Jaya, Selangor, Malaysia",Pizza restaurant,5.31E+18,Kelana Jaya,,3.1038959,101.6000179,"No. F-G, 06, Jalan SS 6/5b",,,+60 1-300-88-2525,47301,68,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.1412733,101.6235503,12z?hl=en",Selangor,"No. F-G, 06, Jalan SS 6/5b",Pizza Hut Delivery (PHD) GLOMAC KELANA JAYA,4.1,"https://www.google.com/maps/place/Pizza+Hut+Delivery+(PHD)+GLOMAC+KELANA+JAYA/@3.1038959,101.5978292,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc4c11f5afffff:0x49a0fd717a0a7350!8m2!3d3.1039037!4d101.6001168?hl=en",https://www.pizzahut.com.my/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=phd&utm_content=websitelink
"Lot G - 03 & Concourse Area Ground Floor No.2, Bandar Baru Sungai Buloh, 47000 Sungai Buloh, Selangor, Malaysia",Pizza restaurant,8.17E+18,Sungai Buloh,Floor G · Kompleks Sungai Buloh,3.2093133,101.5641889,Lot G - 03 & Concourse Area Ground Floor No.2,,,+60 1-300-88-2525,47000,67,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.1412733,101.6235503,12z?hl=en",Selangor,Lot G - 03 & Concourse Area Ground Floor No.2,Pizza Hut SG BULOH,3,"https://www.google.com/maps/place/Pizza+Hut+SG+BULOH/@3.2093133,101.5620002,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc45ad62ce31f3:0x715ee93a4c408ddf!8m2!3d3.2093133!4d101.5641889?hl=en",https://www.pizzahut.com.my/
"Unit Nos. LL2.40 Lower level 2, Sunway Pyramid Shopping Mall, Bandar Sunway, 47500 Petaling Jaya, Selangor, Malaysia",Pizza restaurant,1.10E+19,Petaling Jaya,Floor LG2 · Sunway Pyramid,3.0718546,101.6076907,"Unit Nos. LL2.40 Lower level 2, Sunway Pyramid Shopping Mall",,,+60 1-300-88-2525,47500,66,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.1412733,101.6235503,12z?hl=en",Selangor,"Unit Nos. LL2.40 Lower level 2, Sunway Pyramid Shopping Mall",Pizza Hut SUNWAY PYRAMID,3.5,"https://www.google.com/maps/place/Pizza+Hut+SUNWAY+PYRAMID/@3.0718546,101.605502,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc4db75bb21389:0x986ab10a9a30c9a9!8m2!3d3.0718546!4d101.6076907?hl=en",https://www.pizzahut.com.my/
"Jalan 52/4, Bandar Baru Petaling Jaya, 46200 Petaling Jaya, Selangor, Malaysia",Pizza restaurant,2.94E+18,Petaling Jaya,,3.0990682,101.6463541,Jalan 52/4,,,+60 1-300-88-2525,46200,65,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.1412733,101.6235503,12z?hl=en",Selangor,Jalan 52/4,Pizza Hut @ PJ New Town,3.9,"https://www.google.com/maps/place/Pizza+Hut+@+PJ+New+Town/@3.0990682,101.6441654,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc4bc437c882cf:0x28cf211e8a622d34!8m2!3d3.0990682!4d101.6463541?hl=en",https://www.pizzahut.com.my/
"Ground Floor, 5, Jalan SS 22/19, Damansara Jaya, 47400 Petaling Jaya, Selangor, Malaysia",Pizza restaurant,1.73E+19,Petaling Jaya,,3.128653,101.616555,"Ground Floor, 5, Jalan SS 22/19",,,+60 1-300-88-2525,47400,64,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.1412733,101.6235503,12z?hl=en",Selangor,"Ground Floor, 5, Jalan SS 22/19",Pizza Hut Delivery (PHD) DAMANSARA JAYA,3.7,"https://www.google.com/maps/place/Pizza+Hut+Delivery+(PHD)+DAMANSARA+JAYA/@3.128653,101.6143663,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc49fb6c98a625:0xefe512fc63e84bad!8m2!3d3.1286768!4d101.6165142?hl=en",https://www.pizzahut.com.my/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=phd&utm_content=websitelink
"No.7-1, Ground & First Floors, Jalan PJU 5/6, Dataran Sunway, Kota Damansara, Pe, 47810 Kota Damansara, Selangor, Malaysia",Pizza restaurant,1.81E+19,Kota Damansara,,3.1532435,101.5945904,"No.7-1, Ground & First Floors, Jalan PJU 5/6, Dataran Sunway, Kota Damansara, Pe",,,+60 1-300-88-2525,47810,63,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.1412733,101.6235503,12z?hl=en",Selangor,"No.7-1, Ground & First Floors, Jalan PJU 5/6, Dataran Sunway, Kota Damansara, Pe",Pizza Hut Delivery (PHD) DATARAN SUNWAY (Curbside Pickup Available),3.8,"https://www.google.com/maps/place/Pizza+Hut+Delivery+(PHD)+DATARAN+SUNWAY+(Curbside+Pickup+Available)/@3.1532435,101.5924017,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc4f4d2bfc577d:0xfb771cb393f25872!8m2!3d3.1532435!4d101.5945904?hl=en",https://www.pizzahut.com.my/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=phd&utm_content=websitelink
"No. 3542, Jalan 18/45, Taman Sri Serdang, 43300 Seri Kembangan, Selangor, Malaysia",Pizza restaurant,1.45E+19,Seri Kembangan,,3.0121605,101.7174698,"No. 3542, Jalan 18/45",,,+60 1-300-88-2525,43300,62,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.1412733,101.6235503,12z?hl=en",Selangor,"No. 3542, Jalan 18/45",Pizza Hut Delivery (PHD) @ Sri Serdang,4,"https://www.google.com/maps/place/Pizza+Hut+Delivery+(PHD)+@+Sri+Serdang/@3.0121605,101.7152811,17z/data=!3m1!4b1!4m5!3m4!1s0x31cdca983d897915:0xc918651411d94e57!8m2!3d3.0121605!4d101.7174698?hl=en",
"Ground & 1st Floor, No, 4, Jalan 14/14, Seksyen 14, 46100 Petaling Jaya, Selangor, Malaysia",Pizza restaurant,1.46E+17,Petaling Jaya,,3.1096948,101.6368942,"Ground & 1st Floor, No, 4, Jalan 14/14",,,+60 1-300-88-2525,46100,61,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.1412733,101.6235503,12z?hl=en",Selangor,"Ground & 1st Floor, No, 4, Jalan 14/14",Pizza Hut SECTION 14 (Curbside Pickup Available),3.4,"https://www.google.com/maps/place/Pizza+Hut+SECTION+14+(Curbside+Pickup+Available)/@3.1096948,101.6347055,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc4bdb53cd141d:0x206a2b44d834b6b!8m2!3d3.1096948!4d101.6368942?hl=en",https://www.pizzahut.com.my/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=rbd&utm_content=websitelink
"No. 84, Jalan 1/14, Pj Old Town, 46000 Petaling Jaya, Selangor, Malaysia",Pizza restaurant,9.49E+18,Petaling Jaya,,3.0866327,101.6478839,"No. 84, Jalan 1/14",,,+60 1-300-88-2525,46000,50,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.1412733,101.6235503,12z?hl=en",Selangor,"No. 84, Jalan 1/14",Pizza Hut Delivery (PHD) PJ OLD TOWN (Curbside Pickup Available),4,"https://www.google.com/maps/place/Pizza+Hut+Delivery+(PHD)+PJ+OLD+TOWN+(Curbside+Pickup+Available)/@3.0866327,101.6456952,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc4bdd7bb38309:0x83a36bb1cb8be8b3!8m2!3d3.0866327!4d101.6478839?hl=en",https://www.pizzahut.com.my/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=phd&utm_content=websitelink
"Ampang Point Shopping Centre, 52, Jalan Mamanda 3, Taman Dato Ahmad Razali, 68000 Ampang Jaya, Selangor, Malaysia",Pizza restaurant,6.02E+18,Ampang Jaya,,3.1577504,101.7511614,"Ampang Point Shopping Centre, 52, Jalan Mamanda 3",,,+60 1-300-88-2525,68000,49,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.1412733,101.6235503,12z?hl=en",Selangor,"Ampang Point Shopping Centre, 52, Jalan Mamanda 3",Pizza Hut Ampang Point,3.7,"https://www.google.com/maps/place/Pizza+Hut+Ampang+Point/@3.1577504,101.7489727,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc37a9d42f0f41:0x5387895734300855!8m2!3d3.1577504!4d101.7511614?hl=en",http://www.pizzahut.com.my/
"No.5, Jalan SU 10, Taman Selayang Utama, 68000 Batu Caves, Selangor, Malaysia",Pizza restaurant,5.23E+18,Batu Caves,,3.237311,101.6436291,"No.5, Jalan SU 10",pizzahut.com.my,https://www.pizzahut.com.my/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=rr&utm_content=orderlink,+60 1-300-88-2525,68000,48,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.1412733,101.6235503,12z?hl=en",Selangor,"No.5, Jalan SU 10",Pizza Hut SELAYANG,3.8,"https://www.google.com/maps/place/Pizza+Hut+SELAYANG/@3.237311,101.6414404,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc4744a6ab2f0d:0x489f0070a7e53f01!8m2!3d3.2372911!4d101.6436512?hl=en",https://www.pizzahut.com.my/
"No 6G, Jalan Suarasa 8/4, Town Park 1 Bandar Tun Hussein Onn, 43200 Cheras, Selangor, Malaysia",Pizza restaurant,3.93E+18,Cheras,,3.0460596,101.7598091,"No 6G, Jalan Suarasa 8/4",,,+60 11-2914 4940,43200,47,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.1412733,101.6235503,12z?hl=en",Selangor,"No 6G, Jalan Suarasa 8/4",Pizza Hut Delivery,3.8,"https://www.google.com/maps/place/Pizza+Hut+Delivery/@3.0460596,101.7576204,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc34dbbe55737f:0x3695b0ad21f81577!8m2!3d3.0461085!4d101.759793?hl=en",http://www.pizzahut.com.my/
"Ground Floor, No.73, Jln Memanda 1, Ampang Point, 68000 Selangor, Federal Territory of Kuala Lumpur, Malaysia",Pizza restaurant,1.20E+19,Selangor,,3.1993986,101.7161577,"Ground Floor, No.73, Jln Memanda 1",,,+60 1-300-88-2525,68000,40,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.1412733,101.6235503,12z?hl=en",Federal Territory of Kuala Lumpur,"Ground Floor, No.73, Jln Memanda 1",Pizza Hut AMPANG JAYA,,"https://www.google.com/maps/place/Pizza+Hut+AMPANG+JAYA/@3.1993986,101.713969,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc399ea15e25a1:0xa720c73d44856f28!8m2!3d3.1993986!4d101.7161577?hl=en",https://www.pizzahut.com.my/
"Ground & First Floors, No, 51, Jalan Bunga Tanjung 6a, Taman Putra, 68000 Ampang, Selangor, Malaysia",Pizza restaurant,7.33E+18,Ampang Jaya,,3.1210829,101.7607136,"Ground & First Floors, No, 51, Jalan Bunga Tanjung 6a",pizzahut.com.my,https://www.pizzahut.com.my/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=rr&utm_content=orderlink,+60 1-300-88-2525,68000,46,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.1412733,101.6235503,12z?hl=en",Selangor,"Ground & First Floors, No, 51, Jalan Bunga Tanjung 6a",Pizza Hut TAMAN PUTRA (Curbside Pickup Available),3.8,"https://www.google.com/maps/place/Pizza+Hut+TAMAN+PUTRA+(Curbside+Pickup+Available)/@3.1210829,101.7585249,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc3685802f4bc3:0x65bdcb5048d18d6b!8m2!3d3.1210829!4d101.7607136?hl=en",https://www.pizzahut.com.my/
"D.0G.02A , Block D, Plaza, Jalan Kiara, Mont Kiara, 50480 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",Pizza restaurant,7.16E+18,Kuala Lumpur,Plaza Mont Kiara,3.1658567,101.6522107,"D.0G.02A , Block D, Plaza, Jalan Kiara",,,+60 11-5925 2521,50480,39,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.1412733,101.6235503,12z?hl=en",Federal Territory of Kuala Lumpur,"D.0G.02A , Block D, Plaza, Jalan Kiara",Pizza Hut SB PLAZA MONT KIARA,1,"https://www.google.com/maps/place/Pizza+Hut+SB+PLAZA+MONT+KIARA/@3.1658567,101.650022,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc49b1723a6445:0x6356f05f2a7eb3dc!8m2!3d3.1658567!4d101.6522107?hl=en",https://www.pizzahut.com.my/
"Lot L3-29, Melawati Mall, Taman Melawati, 53100 Kuala Lumpur, Malaysia",Pizza restaurant,8.22E+18,Kuala Lumpur,,3.2114241,101.7488651,"Lot L3-29, Melawati Mall",pizzahut.com.my,https://www.pizzahut.com.my/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=rr&utm_content=orderlink,+60 1-300-88-2525,53100,45,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.1412733,101.6235503,12z?hl=en",Kuala Lumpur,"Lot L3-29, Melawati Mall",Pizza Hut MELAWATI MALL,1,"https://www.google.com/maps/place/Pizza+Hut+MELAWATI+MALL/@3.2114241,101.7466764,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc3995d9cb282b:0x720f29ada4d48e5d!8m2!3d3.2114241!4d101.7488651?hl=en",https://www.pizzahut.com.my/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=rr&utm_content=websitelink
"5, Jalan Tanjung SD 13/1, Bandar Sri Damansara, 52200 Kuala Lumpur, Selangor, Malaysia",Pizza restaurant,1.35E+19,Kuala Lumpur,,3.1889132,101.6052789,"5, Jalan Tanjung SD 13/1",pizzahut.com.my,https://www.pizzahut.com.my/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=rr&utm_content=orderlink,+60 1-300-88-2525,52200,38,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.1412733,101.6235503,12z?hl=en",Selangor,"5, Jalan Tanjung SD 13/1",Pizza Hut - Bandar Sri Damansara,3.7,"https://www.google.com/maps/place/Pizza+Hut+-+Bandar+Sri+Damansara/@3.1889132,101.6030902,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc4f246873d241:0xbac3a849473c6cd9!8m2!3d3.1889136!4d101.6052813?hl=en",https://www.pizzahut.com.my/
"1001, Jln Sultan Ismail, Chow Kit, 50250 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur, Malaysia",Restaurant,5.28E+18,Kuala Lumpur,,3.1595641,101.6964152,"1001, Jln Sultan Ismail",,,+60 3-2772 8500,50250,37,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.1412733,101.6235503,12z?hl=en",Federal Territory of Kuala Lumpur,"1001, Jln Sultan Ismail",Pizza Hut,3.2,"https://www.google.com/maps/place/Pizza+Hut/@3.1595641,101.6942265,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc37d56d07498b:0x493a5e97e32171f2!8m2!3d3.1595641!4d101.6964152?hl=en",http://www.pizzahut.com.my/
"48, Jalan Medan Putra 3, Medan Putra Bussiness Centre, Bandar Menjalara, 52200 Kuala Lumpur, Malaysia",Pizza restaurant,8.48E+17,Kuala Lumpur,,3.191951,101.6252575,"48, Jalan Medan Putra 3, Medan Putra Bussiness Centre",pizzahut.com.my,https://www.pizzahut.com.my/?utm_source=google&utm_medium=organic&utm_campaign=googlemybusiness&utm_content=orderlinkphd,+60 1-300-88-2525,52200,36,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.1412733,101.6235503,12z?hl=en",Federal Territory of Kuala Lumpur,"48, Jalan Medan Putra 3, Medan Putra Bussiness Centre",Pizza Hut Delivery (PHD) MANJALARA (Curbside Pickup Available),3.3,"https://www.google.com/maps/place/Pizza+Hut+Delivery+(PHD)+MANJALARA+(Curbside+Pickup+Available)/@3.191951,101.6230688,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc476f416fd835:0xbc39666a250d229!8m2!3d3.191951!4d101.6252575?hl=en",https://www.pizzahut.com.my/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=phd&utm_content=websitelink
"53a, Jalan Prima SG 3/1, Prima Seri Gombak, 68100 Batu Caves, Selangor, Malaysia",Pizza restaurant,3.26E+18,Batu Caves,,3.2387913,101.7006946,"53a, Jalan Prima SG 3/1",pizzahut.com.my,https://www.pizzahut.com.my/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=fcd&utm_content=orderlink,+60 1-300-88-2525,68100,44,"https://www.google.com/maps/search/Pizza+Hut+in+Kuala+Lumpur,+Federal+Territory+of+Kuala+Lumpur/@3.1412733,101.6235503,12z?hl=en",Selangor,"53a, Jalan Prima SG 3/1",Pizza Hut Sri Gombak,3.8,"https://www.google.com/maps/place/Pizza+Hut+Sri+Gombak/@3.2387913,101.6985059,17z/data=!3m1!4b1!4m5!3m4!1s0x31cc477b46db8515:0x2d47f7951bacd7e1!8m2!3d3.2387913!4d101.7006946?hl=en",https://www.pizzahut.com.my/?utm_source=googlemybusiness&utm_medium=organic&utm_campaign=fcd&utm_content=websitelink
